Category,DayOfWeek,Date,Time,X,Y
POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,Sunday,3/31/2013,21:00,37.66872259,-122.0808174
POSSESS IN VEHICLE/CARRY/TRANSFER SWITCHBLADE KNIFE,Sunday,3/31/2013,12:47,37.67150144,-122.1041677
OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH,Sunday,3/31/2013,23:25,37.66872259,-122.0808174
BENCH WARRANT/FAILURE TO APPEAR ON MISDEMEANOR CHARGE,Sunday,3/31/2013,10:00,37.66872259,-122.0808174
OUTSIDE WARRANT-FEL,Sunday,3/31/2013,13:08,37.66872259,-122.0808174
ARREST WARRANT - MISD,Sunday,3/31/2013,13:08,37.67150144,-122.1041677
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Sunday,3/31/2013,12:30,37.66872259,-122.0808174
TOW VEH AFTER NOTICE TO APPEAR,Sunday,3/31/2013,12:30,37.65209415,-121.8055783
ROBBERY,Sunday,3/31/2013,14:30,37.70494651,-122.1280952
BATTERY ON PERSON,Sunday,3/31/2013,13:25,37.69037347,-122.1074684
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Sunday,3/31/2013,13:25,37.70733806,-122.1256232
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Sunday,3/31/2013,9:00,37.70724333,-122.1245507
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Sunday,3/31/2013,13:14,37.70400375,-122.1072804
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Sunday,3/31/2013,13:07,37.7015445,-122.1231374
BEYOND PARENTAL CONTROL/ETC,Sunday,3/31/2013,9:00,37.71509829,-122.1216936
INCIDENT REPORT,Sunday,3/31/2013,8:00,37.69037347,-122.1074684
OUTSIDE WARRANT-FEL,Sunday,3/31/2013,1:00,37.70472264,-122.1277856
MISSING PERSON,Sunday,3/31/2013,1:00,37.69876528,-122.1063865
ARREST WARRANT - MISD,Sunday,3/31/2013,1:00,37.70568183,-122.126541
INCIDENT REPORT,Sunday,3/31/2013,21:50,37.70568183,-122.126541
BURGLARY - VEHICLE,Sunday,3/31/2013,13:40,37.69057833,-122.1087151
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Sunday,3/31/2013,12:00,37.67884299,-122.1453772
VANDALISM:DAMAGE PROPERTY,Sunday,3/31/2013,12:45,37.67638936,-122.1271401
VANDALISM:DAMAGE PROPERTY,Sunday,3/31/2013,11:00,37.67979655,-122.1233697
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Sunday,3/31/2013,14:02,37.669651,-122.147652
OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH,Sunday,3/31/2013,19:00,37.669651,-122.147652
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Sunday,3/31/2013,10:30,37.67156228,-122.1351891
ROBBERY:SECOND DEGREE,Monday,4/1/2013,13:50,37.69021361,-122.0746752
GRAND THEFT - BIKE,Monday,4/1/2013,17:00,37.69703374,-122.0658853
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Monday,4/1/2013,14:10,37.69664585,-122.0665503
TAMPER WITH VEHICLE,Monday,4/1/2013,14:00,37.69542404,-122.0886003
VANDALISM ($400 OR MORE),Monday,4/1/2013,14:00,37.70255041,-122.0471278
POSSESS NARCOTIC CONTROLLED SUBSTANCE,Monday,4/1/2013,12:00,37.69757156,-122.0870997
USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE,Monday,4/1/2013,9:00,37.69180648,-122.0720356
POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,Monday,4/1/2013,13:00,37.69757156,-122.0870997
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Monday,4/1/2013,14:36,37.69739536,-122.0832927
VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,Monday,4/1/2013,14:36,37.71655977,-122.0586726
DEATH UNATTENDED / ATTENDED,Monday,4/1/2013,14:36,37.69234755,-122.0786029
REPORT NUMBER WAS CANCELLED,Monday,4/1/2013,14:36,37.69757156,-122.0870997
ARREST WARRANT - MISD,Monday,4/1/2013,13:00,37.69757156,-122.0870997
DUI ALCOHOL/DRUGS,Monday,4/1/2013,14:49,37.56549065,-121.9615859
GRAND THEFT - FROM MOTOR VEHICLE,Monday,4/1/2013,14:49,37.68677207,-122.0520415
GRAND THEFT - ALL OTHER,Monday,4/1/2013,15:00,37.67043837,-122.0578878
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Monday,4/1/2013,15:08,37.6878125,-122.0598285
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Monday,4/1/2013,15:08,37.68677207,-122.0520415
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Monday,4/1/2013,15:05,37.6857795,-122.1082121
APPROPRIATE LOST PROPERTY (UNDER $400),Monday,4/1/2013,14:45,37.68539906,-122.0631496
DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL,Monday,4/1/2013,15:20,37.66882126,-122.0969866
DISORDERLY CONDUCT:ALCOHOL,Monday,4/1/2013,15:00,37.68539906,-122.0631496
VIOLATION OF PROBATION MISDEMEANOR,Monday,4/1/2013,13:25,37.68539906,-122.0631496
LOST PROPERTY,Monday,4/1/2013,15:45,37.66770326,-122.1193534
72 HOUR MENTAL HEALTH,Monday,4/1/2013,15:30,37.67208089,-122.0646189
INFORMATIONAL REPORT,Monday,4/1/2013,10:00,37.68174002,-122.1127647
72 HOUR MENTAL HEALTH,Monday,4/1/2013,21:00,37.6709796,-122.1014084
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Monday,4/1/2013,15:56,37.67369017,-122.1066566
VANDALISM ($400 OR MORE),Monday,4/1/2013,16:19,37.71686912,-121.7293791
EOD CALL OUT,Monday,4/1/2013,21:30,37.70465284,-121.8160506
INCIDENT REPORT,Monday,4/1/2013,21:30,37.69229686,-122.1075389
BATTERY ON PERSON,Monday,4/1/2013,15:40,37.68168212,-122.1376177
BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,Monday,4/1/2013,19:30,37.68051228,-122.1220599
BURGLARY,Monday,4/1/2013,1:00,37.69800672,-122.1188927
BURGLARY,Monday,4/1/2013,14:15,37.69565081,-122.118887
BURGLARY,Monday,4/1/2013,15:55,37.67504899,-122.1444738
GET CREDIT/ETC OTHERS ID,Monday,4/1/2013,13:11,37.68090265,-122.1425388
VANDALISM:DAMAGE PROPERTY,Monday,4/1/2013,12:03,37.67437878,-122.1521525
SUSPICIOUS CIRCUMSTANCES,Monday,4/1/2013,16:38,37.67423616,-122.1267228
DEATH UNATTENDED / ATTENDED,Monday,4/1/2013,3:00,37.63691475,-121.8926869
INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,Tuesday,4/2/2013,3:00,37.69427188,-122.086558
INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,Tuesday,4/2/2013,22:00,37.705232,-122.0998508
BURGLARY,Tuesday,4/2/2013,0:01,37.69396108,-122.091472
BURGLARY - VEHICLE,Tuesday,4/2/2013,16:38,37.69462643,-122.0857018
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Tuesday,4/2/2013,16:49,37.68087696,-122.0749726
GET CREDIT/ETC OTHERS ID,Tuesday,4/2/2013,17:00,37.69396108,-122.091472
TAMPER WITH VEHICLE,Tuesday,4/2/2013,17:15,37.69556515,-122.087964
POSSESS MARIJUANA FOR SALE,Tuesday,4/2/2013,17:15,37.69263044,-122.1019063
POSSESS NARCOTIC CONTROLLED SUBSTANCE,Tuesday,4/2/2013,17:15,37.69263044,-122.1019063
POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE,Tuesday,4/2/2013,17:08,37.69263044,-122.1019063
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Tuesday,4/2/2013,22:00,37.69886264,-122.0784588
OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH,Tuesday,4/2/2013,16:30,37.69263044,-122.1019063
INCIDENT REPORT,Tuesday,4/2/2013,16:36,37.7130755,-122.0724131
72 HOUR MENTAL HEALTH,Tuesday,4/2/2013,17:25,37.69814095,-122.0872598
INFORMATIONAL REPORT,Tuesday,4/2/2013,17:25,37.69814095,-122.0872598
TOW VEH OVERDUE REG,Tuesday,4/2/2013,16:00,37.71036061,-122.098329
EVADE PEACE OFFICER W/ WANTON DISREGARD FOR SAFETY - FEL,Tuesday,4/2/2013,12:05,37.69263044,-122.1019063
ROBBERY,Tuesday,4/2/2013,17:14,37.68268371,-122.0948677
BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,Tuesday,4/2/2013,17:14,37.68268371,-122.0948677
BURGLARY,Tuesday,4/2/2013,17:17,37.68408623,-122.0945597
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Tuesday,4/2/2013,16:55,37.66791872,-122.1158838
THEFT BY FORGED/INVALID ACCESS CARD [OVER $400],Tuesday,4/2/2013,14:58,37.68303314,-122.0931659
OBTAIN CREDIT/ETC:USE OTHERS ID,Tuesday,4/2/2013,17:49,37.67561996,-122.1029977
POSSESS NARCOTIC CONTROLLED SUBSTANCE,Tuesday,4/2/2013,9:30,37.68840649,-122.1047252
POSSESS CONTROLLED SUBSTANCE IN PRISON/JAIL/ETC,Tuesday,4/2/2013,1:00,37.68840649,-122.1047252
POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,Tuesday,4/2/2013,18:00,37.68840649,-122.1047252
POSSESS DRUGS/ALCOHOLIC BEVERAGE IN PRISON/JAIL/ETC,Tuesday,4/2/2013,8:15,37.68840649,-122.1047252
72 HOUR MENTAL HEALTH,Tuesday,4/2/2013,8:15,37.67946738,-122.0319179
OUTSIDE WARRANT-MISD,Tuesday,4/2/2013,18:00,37.68160476,-122.1000132
"LOST,STOLEN LICENSE PLATE",Tuesday,4/2/2013,13:00,37.69078426,-122.0437217
MISSING PERSON,Tuesday,4/2/2013,17:16,37.66503383,-122.1200379
72 HOUR MENTAL HEALTH,Tuesday,4/2/2013,18:15,37.66840541,-122.1145647
INCIDENT REPORT,Tuesday,4/2/2013,18:15,37.68656095,-122.0979168
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Tuesday,4/2/2013,15:15,37.66972352,-122.1175424
BATTERY W/SERIOUS BODILY INJURY,Tuesday,4/2/2013,18:47,37.67894555,-121.7820675
SUSPICIOUS CIRCUMSTANCES,Tuesday,4/2/2013,18:54,37.73867853,-121.8092322
CARJACKING,Tuesday,4/2/2013,21:00,37.69384777,-122.1123216
ROBBERY,Tuesday,4/2/2013,22:00,37.69384777,-122.1123216
EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,Tuesday,4/2/2013,19:05,37.69384777,-122.1123216
BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,Tuesday,4/2/2013,13:00,37.70031707,-122.1178404
INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,Tuesday,4/2/2013,18:56,37.6991401,-122.1211593
BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,Tuesday,4/2/2013,7:00,37.69782674,-122.1098843
POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,Tuesday,4/2/2013,18:35,37.69685446,-122.1334593
UNLAWFUL SEXUAL INTERCOURSE W/MINOR:3 YRS OLDER OR YOUNGER,Tuesday,4/2/2013,19:11,37.7098909,-122.1229672
SEXUALLY EXPLOIT CHILD:DEVELOP/ETC PHOTO/ETC:SEX CONDUCT:PR,Tuesday,4/2/2013,17:47,37.7098909,-122.1229672
VIOLATION PAROLE:FELONY,Tuesday,4/2/2013,18:00,37.69384777,-122.1123216
VIOLATION OF PROBATION FELONY,Tuesday,4/2/2013,18:00,37.69384777,-122.1123216
DESTROY/CONCEAL EVIDENCE,Tuesday,4/2/2013,18:00,37.69384777,-122.1123216
CONSPIRACY TO COMMIT A CRIME,Tuesday,4/2/2013,19:40,37.69384777,-122.1123216
INFORMATIONAL REPORT,Tuesday,4/2/2013,19:40,37.71564356,-122.1167497
FOUND PROPERTY,Tuesday,4/2/2013,19:22,37.69469206,-122.1104145
REPORT NUMBER WAS CANCELLED,Tuesday,4/2/2013,16:27,37.70400375,-122.1072804
GET CREDIT/ETC OTHERS ID,Tuesday,4/2/2013,19:39,37.67397335,-122.1285196
DAMAGE ETC/USE ETC/POWER CONNECTING LINES,Tuesday,4/2/2013,19:39,37.68565797,-122.1281943
POSSESS CONTROLLED SUBSTANCE,Tuesday,4/2/2013,19:00,37.67534446,-122.1341943
DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL,Tuesday,4/2/2013,17:00,37.66645048,-122.1328131
OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH,Tuesday,4/2/2013,20:10,37.66645048,-122.1328131
TOW VEH PKD 72 HR,Tuesday,4/2/2013,20:23,37.68145263,-122.1203992
ARSON:PROPERTY,Wednesday,4/3/2013,20:23,37.69708761,-122.0869104
BURGLARY,Wednesday,4/3/2013,20:20,37.69536771,-122.0734695
BURGLARY - VEHICLE,Wednesday,4/3/2013,20:14,37.68730482,-122.0736595
BURGLARY - VEHICLE,Wednesday,4/3/2013,17:30,37.69548947,-122.0789704
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Wednesday,4/3/2013,14:00,37.69708761,-122.0869104
THEFT BY FORGED/INVALID ACCESS CARD [OVER $400],Wednesday,4/3/2013,20:50,37.69548947,-122.0789704
GET CREDIT/ETC OTHERS ID,Wednesday,4/3/2013,20:50,37.71240357,-122.0701128
VANDALISM ($400 OR MORE),Wednesday,4/3/2013,20:50,37.69548947,-122.0789704
TAMPER WITH VEHICLE,Wednesday,4/3/2013,18:59,37.6880779,-122.0626379
USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE,Wednesday,4/3/2013,18:00,37.68833234,-122.0736574
DUI ALCOHOL/DRUGS,Wednesday,4/3/2013,18:40,37.69558694,-122.0904818
DUI ALCOHOL/0.08 PERCENT,Wednesday,4/3/2013,18:40,37.69558694,-122.0904818
SUICIDE,Wednesday,4/3/2013,21:10,37.71105165,-122.0947278
72 HOUR MENTAL HEALTH,Wednesday,4/3/2013,21:10,37.69669507,-122.0769075
72 HOUR MENTAL HEALTH,Wednesday,4/3/2013,20:10,37.71782699,-122.0729894
OUTSIDE WARRANT-FEL,Wednesday,4/3/2013,21:31,37.68527021,-122.0736238
TOW VEH OVERDUE REG,Wednesday,4/3/2013,20:00,37.71481533,-122.047923
72 HOUR MENTAL HEALTH,Wednesday,4/3/2013,21:43,37.69476936,-122.0851949
INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,Wednesday,4/3/2013,21:50,37.67367532,-122.1117729
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Wednesday,4/3/2013,21:56,37.67580984,-122.0937066
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Wednesday,4/3/2013,21:56,37.67273453,-122.1010651
USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE,Wednesday,4/3/2013,10:00,37.68354366,-122.1070373
USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE,Wednesday,4/3/2013,13:45,37.67610659,-122.111896
POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,Wednesday,4/3/2013,20:32,37.68840649,-122.1047252
INCIDENT DEAD BODY,Wednesday,4/3/2013,20:32,37.67529728,-122.0322795
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Wednesday,4/3/2013,19:30,37.66763872,-122.1165193
BATTERY ON PERSON,Wednesday,4/3/2013,22:32,37.70775242,-122.1205233
BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,Wednesday,4/3/2013,22:34,37.70525279,-122.1246786
GET CREDIT/ETC OTHERS ID,Wednesday,4/3/2013,22:16,37.7049778,-122.1189083
VANDALISM:DAMAGE PROPERTY,Wednesday,4/3/2013,22:16,37.70494651,-122.1280952
POSSESS CONTROLLED SUBSTANCE,Wednesday,4/3/2013,22:32,37.69906169,-122.121162
CARRY CONCEALED DIRK OR DAGGER,Wednesday,4/3/2013,22:32,37.69906169,-122.121162
OFFENSIVE WORDS IN PUBLIC PLACE,Wednesday,4/3/2013,18:10,37.70494651,-122.1280952
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Wednesday,4/3/2013,23:05,37.70034117,-122.1136364
"HABITUAL TRUANCY OF MINOR,REFUSAL TO OBEY ORDERS",Wednesday,4/3/2013,23:19,37.70262141,-122.1149485
TRESPASS:INJURE PROPERTY,Wednesday,4/3/2013,6:40,37.70494651,-122.1280952
MANDATORY REGISTRABLE SEX OFFENSES-ADILT CONVICTIONS,Wednesday,4/3/2013,20:40,37.70525279,-122.1246786
VIOLATION OF PROBATION MISDEMEANOR,Wednesday,4/3/2013,20:40,37.70494651,-122.1280952
72 HOUR MENTAL HEALTH,Wednesday,4/3/2013,17:05,37.70858622,-122.1213014
LOCATED PERSON -ADULT OR JUVENILE,Wednesday,4/3/2013,23:35,37.6866784,-122.134997
72 HOUR MENTAL HEALTH,Wednesday,4/3/2013,23:00,37.71522167,-122.1216992
MISSING PERSON,Wednesday,4/3/2013,23:15,37.70858622,-122.1213014
INCIDENT REPORT,Wednesday,4/3/2013,23:41,37.73811334,-122.1429064
REPORT NUMBER WAS CANCELLED,Wednesday,4/3/2013,23:41,37.72862156,-122.1387761
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Wednesday,4/3/2013,23:41,37.70101454,-122.1031005
SHOPLIFT,Wednesday,4/3/2013,0:01,37.67480105,-122.1220548
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Wednesday,4/3/2013,18:00,37.66503873,-122.1369381
USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE,Wednesday,4/3/2013,0:30,37.67480105,-122.1220548
CONSPIRACY TO COMMIT A CRIME,Wednesday,4/3/2013,0:20,37.67480105,-122.1220548
BITING OR ATTACKING (HUMANS),Wednesday,4/3/2013,23:30,37.66479297,-122.1415059
BITING OR ATTACKING (HUMANS),Wednesday,4/3/2013,0:09,37.67531125,-122.1241556
BURGLARY - VEHICLE,Wednesday,4/3/2013,15:30,37.57348475,-121.8883114
BATTERY ON PERSON,Thursday,4/4/2013,23:31,37.69362023,-122.0877567
BURGLARY,Thursday,4/4/2013,0:25,37.69646332,-122.0764367
BURGLARY,Thursday,4/4/2013,19:30,37.71022277,-122.0901505
BURGLARY - VEHICLE,Thursday,4/4/2013,1:00,37.69718331,-122.0504379
BURGLARY - VEHICLE,Thursday,4/4/2013,22:00,37.68892582,-122.0659371
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Thursday,4/4/2013,18:30,37.69594109,-122.0901572
DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL,Thursday,4/4/2013,1:33,37.70432901,-122.0660843
DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL,Thursday,4/4/2013,1:45,37.69758819,-122.0739929
72 HOUR MENTAL HEALTH,Thursday,4/4/2013,1:39,37.69814095,-122.0872598
72 HOUR MENTAL HEALTH,Thursday,4/4/2013,1:39,37.69814095,-122.0872598
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Thursday,4/4/2013,1:03,37.7045547,-122.0785866
BURGLARY,Thursday,4/4/2013,1:38,37.67555851,-122.1063372
BURGLARY - VEHICLE,Thursday,4/4/2013,1:38,37.67123053,-122.1137002
BURGLARY - VEHICLE,Thursday,4/4/2013,1:35,37.67105001,-122.1013028
ARREST WARRANT - MISD,Thursday,4/4/2013,1:35,37.6761938,-122.0836364
72 HOUR MENTAL HEALTH,Thursday,4/4/2013,1:48,37.66126507,-122.0253136
BENCH WARRANT/FAILURE TO APPEAR ON MISDEMEANOR CHARGE,Thursday,4/4/2013,23:30,37.67696001,-122.0943402
72 HOUR MENTAL HEALTH,Thursday,4/4/2013,23:30,37.68187582,-122.1106401
BENCH WARRANT/FAILURE TO APPEAR ON MISDEMEANOR CHARGE,Thursday,4/4/2013,23:30,37.66858432,-122.0518291
USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE,Thursday,4/4/2013,2:10,37.71899152,-121.7016372
POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,Thursday,4/4/2013,2:18,37.71899152,-121.7016372
POSSESS IN VEHICLE/CARRY/TRANSFER SWITCHBLADE KNIFE,Thursday,4/4/2013,1:30,37.71899152,-121.7016372
CAUSE HARM/DEATH OF ELDER /DEPENDENT ADULT,Thursday,4/4/2013,1:30,37.69653934,-122.0983414
BURGLARY - VEHICLE,Thursday,4/4/2013,2:38,37.69674715,-122.1023639
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Thursday,4/4/2013,2:00,37.7032581,-122.1197674
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Thursday,4/4/2013,2:00,37.6947924,-122.1102763
FALSE PERSONATION OF ANOTHER:SPEC CIRC,Thursday,4/4/2013,1:00,37.7098909,-122.1229672
POSSESS NARCOTIC CONTROLLED SUBSTANCE,Thursday,4/4/2013,22:45,37.69895086,-122.1211485
OFFENSIVE WORDS IN PUBLIC PLACE,Thursday,4/4/2013,3:13,37.69728167,-122.1138515
COUNTY VEHICLE ACCIDENT/DAMAGE REPORT,Thursday,4/4/2013,3:13,37.7098909,-122.1229672
DEATH UNATTENDED / ATTENDED,Thursday,4/4/2013,3:15,37.71355812,-122.1235389
INCIDENT REPORT,Thursday,4/4/2013,1:00,37.7098909,-122.1229672
RECOVERED STOLEN VEHICLE,Thursday,4/4/2013,3:36,37.6947924,-122.1102763
72 HOUR MENTAL HEALTH,Thursday,4/4/2013,3:36,37.70228653,-122.1144726
FORCE OR ADW NOT FIREARM:GBI LIKELY,Thursday,4/4/2013,3:25,37.67172332,-122.1485141
INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,Thursday,4/4/2013,4:00,37.66694693,-122.1290168
BURGLARY - VEHICLE,Thursday,4/4/2013,4:00,37.68580742,-122.1287141
BURGLARY - VEHICLE,Thursday,4/4/2013,3:33,37.67302682,-122.150094
PETTY THEFT,Thursday,4/4/2013,3:33,37.68665615,-122.1169164
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Thursday,4/4/2013,3:33,37.67122371,-122.1228338
RECEIVE/ETC KNOWN STOLEN PROPERTY,Thursday,4/4/2013,3:33,37.68975347,-122.1301184
POSSESS NARCOTIC CONTROLLED SUBSTANCE,Thursday,4/4/2013,3:30,37.68975347,-122.1301184
POSSESS CONTROLLED SUBSTANCE,Thursday,4/4/2013,2:01,37.68975347,-122.1301184
USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE,Thursday,4/4/2013,5:14,37.68975347,-122.1301184
POSSESS CONTROLLED SUBSTANCE,Thursday,4/4/2013,5:32,37.68975347,-122.1301184
POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,Thursday,4/4/2013,6:10,37.68975347,-122.1301184
COMMERCE/TRASNFER/POSSESS COMPOSITE/WOODEN KNUCKLES,Thursday,4/4/2013,6:20,37.68975347,-122.1301184
DUI ALCOHOL/DRUGS,Thursday,4/4/2013,6:20,37.68975347,-122.1301184
OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH,Thursday,4/4/2013,6:20,37.67172332,-122.1485141
VIOLATION OF PROBATION FELONY,Thursday,4/4/2013,20:00,37.67172332,-122.1485141
POSSESS/ETC BURGLARY TOOLS,Thursday,4/4/2013,18:30,37.68975347,-122.1301184
LICENSE SUSPENDED/REVOKED,Thursday,4/4/2013,20:30,37.68975347,-122.1301184
72 HOUR MENTAL HEALTH,Thursday,4/4/2013,2:00,37.67172332,-122.1485141
COUNTY VEHICLE ACCIDENT/DAMAGE REPORT,Thursday,4/4/2013,6:20,37.67172332,-122.1485141
LICENSE SUSPENDED/REVOKED,Thursday,4/4/2013,8:30,37.68975347,-122.1301184
MISSING PERSON,Thursday,4/4/2013,8:30,37.68751889,-122.1275051
MISSING PERSON,Thursday,4/4/2013,8:30,37.68751889,-122.1275051
TOW VEH OVERDUE REG,Friday,4/5/2013,8:00,37.67644358,-122.1354665
BURGLARY - VEHICLE,Friday,4/5/2013,7:20,37.69532542,-122.0521626
PETTY THEFT,Friday,4/5/2013,21:00,37.69763369,-122.0769435
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Friday,4/5/2013,17:30,37.70027154,-122.0481382
72 HOUR MENTAL HEALTH,Friday,4/5/2013,22:30,37.70809963,-122.0739982
SUSPICIOUS CIRCUMSTANCES,Friday,4/5/2013,9:15,37.71945506,-122.0676354
72 HOUR MENTAL HEALTH,Friday,4/5/2013,21:30,37.68569,-122.067993
72 HOUR MENTAL HEALTH,Friday,4/5/2013,20:00,37.68849117,-122.0955591
VEHICLE ILLEGALLY PARKED ON HIGHWAY; SIGN POSTED,Friday,4/5/2013,21:00,37.68589075,-122.063279
TOW VEH OVERDUE REG,Friday,4/5/2013,23:00,37.71176029,-122.0992424
FORCE OR ADW NOT FIREARM:GBI LIKELY,Friday,4/5/2013,9:36,37.68468642,-122.1016891
INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,Friday,4/5/2013,10:00,37.68468642,-122.1016891
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Friday,4/5/2013,9:50,37.67484526,-122.1021461
POSSESS CONTROLLED SUBSTANCE,Friday,4/5/2013,9:57,37.68242112,-122.0965543
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Friday,4/5/2013,9:57,37.6779884,-122.1050945
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Friday,4/5/2013,9:57,37.66632289,-122.0985476
DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL,Friday,4/5/2013,9:30,37.68466919,-122.0993293
VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,Friday,4/5/2013,10:10,37.6779884,-122.1050945
MISSING PERSON,Friday,4/5/2013,10:33,37.67696001,-122.0943402
REPORT NUMBER WAS CANCELLED,Friday,4/5/2013,12:00,37.68397118,-122.1164976
MISSING PERSON,Friday,4/5/2013,23:00,37.68585265,-122.0547709
72 HOUR MENTAL HEALTH,Friday,4/5/2013,23:44,37.67072521,-122.1149093
BENCH WARRANT/FAILURE TO APPEAR ON FELONY CHARGE,Friday,4/5/2013,0:01,37.68466919,-122.0993293
72 HOUR MENTAL HEALTH,Friday,4/5/2013,10:55,37.68585265,-122.0547709
SUSPICIOUS CIRCUMSTANCES,Friday,4/5/2013,9:00,37.68554002,-122.0512258
ARREST WARRANT - MISD,Friday,4/5/2013,10:00,37.67454344,-121.7738959
ROBBERY,Friday,4/5/2013,10:00,37.69926782,-122.1200404
FORGERY:FALSE CHECKS/RECORDS/CERTIFICATES/ETC.,Friday,4/5/2013,20:30,37.69919238,-122.1211576
POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,Friday,4/5/2013,11:30,37.70615514,-122.1271504
72 HOUR MENTAL HEALTH,Friday,4/5/2013,10:00,37.69700258,-122.1108831
REPORT NUMBER WAS CANCELLED,Friday,4/5/2013,18:30,37.70858622,-122.1213014
INCIDENT REPORT,Friday,4/5/2013,11:32,37.70304085,-122.1198085
72 HOUR MENTAL HEALTH,Friday,4/5/2013,11:32,37.69622411,-122.1017554
BURGLARY,Friday,4/5/2013,11:32,37.68521332,-122.1171419
BURGLARY - VEHICLE,Friday,4/5/2013,12:05,37.666749,-122.1336743
POSSESS MARIJUANA OVER 28.5 GRAMS,Friday,4/5/2013,11:43,37.67145253,-122.1365569
