Category,DayOfWeek,Date,Time,X,Y
CAR PROWL,Thursday,1/3/2013,,-122.3222154,47.62048227
DISTURBANCE,Thursday,1/3/2013,,-122.3119268,47.66566055
DISTURBANCE,Thursday,1/3/2013,,-122.2951874,47.73196572
VEHICLE THEFT,Thursday,1/3/2013,,-122.3341948,47.72631367
WARRANT ARREST,Thursday,1/3/2013,,-122.3221007,47.64871031
CAR PROWL,Thursday,1/3/2013,,-122.3537465,47.61530635
CAR PROWL,Thursday,1/3/2013,,-122.3246152,47.7086028
VEHICLE THEFT,Thursday,1/3/2013,,-122.3254779,47.53304241
CAR PROWL,Thursday,1/3/2013,,-122.3258596,47.70608994
ROBBERY,Thursday,1/3/2013,,-122.3523665,47.64776844
BURGLARY,Thursday,1/3/2013,,-122.3619936,47.68253084
BURGLARY,Thursday,1/3/2013,,-122.3619936,47.68253084
THREATS,Thursday,1/3/2013,,-122.2974318,47.59864617
BURGLARY,Thursday,1/3/2013,,-122.3432842,47.61498466
CAR PROWL,Thursday,1/3/2013,,-122.3334038,47.62675111
OTHER PROPERTY,Thursday,1/3/2013,,-122.3847489,47.66867788
FRAUD,Thursday,1/3/2013,,-122.3246808,47.63750684
PROPERTY DAMAGE,Thursday,1/3/2013,,-122.4012564,47.65768071
OTHER PROPERTY,Thursday,1/3/2013,,-122.2639339,47.51997549
BIKE THEFT,Thursday,1/3/2013,,-122.3350835,47.70685216
BURGLARY,Thursday,1/3/2013,,-122.2961533,47.66555658
CAR PROWL,Thursday,1/3/2013,,-122.3246152,47.7086028
VEHICLE THEFT,Thursday,1/3/2013,,-122.3466378,47.61696696
OTHER PROPERTY,Thursday,1/3/2013,,-122.2921195,47.55866776
WARRANT ARREST,Thursday,1/3/2013,,-122.2847256,47.53795765
CAR PROWL,Thursday,1/3/2013,,-122.3394318,47.60483307
BURGLARY,Thursday,1/3/2013,,-122.3457028,47.61641416
CAR PROWL,Thursday,1/3/2013,,-122.3493008,47.65865404
CAR PROWL,Thursday,1/3/2013,,-122.3387575,47.60413451
WARRANT ARREST,Thursday,1/3/2013,,-122.341344,47.61027454
BURGLARY,Thursday,1/3/2013,,-122.3207386,47.60219683
OTHER PROPERTY,Thursday,1/3/2013,,-122.3290487,47.59334116
CAR PROWL,Thursday,1/3/2013,,-122.339595,47.61162758
PROPERTY DAMAGE,Thursday,1/3/2013,,-122.364675,47.69353106
OTHER PROPERTY,Thursday,1/3/2013,,-122.3353208,47.60872452
THREATS,Thursday,1/3/2013,,-122.3422401,47.71910534
BURGLARY,Thursday,1/3/2013,,-122.3915755,47.54247026
CAR PROWL,Thursday,1/3/2013,,-122.3240162,47.68140084
OTHER PROPERTY,Thursday,1/3/2013,,-122.3778864,47.69332322
CAR PROWL,Thursday,1/3/2013,,-122.3315873,47.68262787
SHOPLIFTING,Thursday,1/3/2013,,-122.3484309,47.61685497
WEAPON,Thursday,1/3/2013,,-122.3305103,47.6018859
THREATS,Thursday,1/3/2013,,-122.3548306,47.54925838
WARRANT ARREST,Thursday,1/3/2013,,-122.3382473,47.6102463
PROPERTY DAMAGE,Thursday,1/3/2013,,-122.3270138,47.59919384
CAR PROWL,Thursday,1/3/2013,,-122.2905441,47.69704501
BURGLARY,Thursday,1/3/2013,,-122.3867767,47.56200905
BURGLARY,Thursday,1/3/2013,,-122.3146722,47.66855938
FRAUD,Thursday,1/3/2013,,-122.2675062,47.50427936
WARRANT ARREST,Thursday,1/3/2013,,-122.3303491,47.61788922
WARRANT ARREST,Thursday,1/3/2013,,-122.3290483,47.58878255
ASSAULT,Thursday,1/3/2013,,-122.3607471,47.70294273
NARCOTICS,Thursday,1/3/2013,,-122.3424026,47.6121175
WARRANT ARREST,Thursday,1/3/2013,,-122.3526534,47.51282363
PROPERTY DAMAGE,Thursday,1/3/2013,,-122.3352735,47.75780875
CAR PROWL,Thursday,1/3/2013,,-122.282547,47.53543987
LOST PROPERTY,Thursday,1/3/2013,,-122.3310822,47.60241241
WARRANT ARREST,Thursday,1/3/2013,,-122.3346779,47.61450465
CAR PROWL,Thursday,1/3/2013,,-122.3443079,47.62455375
FRAUD,Thursday,1/3/2013,,-122.2924612,47.58361854
OTHER PROPERTY,Thursday,1/3/2013,,-122.3371469,47.62262049
BIKE THEFT,Thursday,1/3/2013,,-122.3335591,47.61014711
OTHER PROPERTY,Thursday,1/3/2013,,-122.350854,47.62208692
SHOPLIFTING,Thursday,1/3/2013,,-122.3660381,47.6756254
DISTURBANCE,Thursday,1/3/2013,,-122.2841015,47.61205754
BURGLARY,Thursday,1/3/2013,,-122.3147511,47.68307911
VEHICLE THEFT,Thursday,1/3/2013,,-122.2780684,47.52701149
WARRANT ARREST,Thursday,1/3/2013,,-122.3373388,47.60925298
NARCOTICS,Thursday,1/3/2013,,-122.340022,47.61129654
ASSAULT,Thursday,1/3/2013,,-122.3130624,47.66566826
CAR PROWL,Thursday,1/3/2013,,-122.3263695,47.68094585
PROPERTY DAMAGE,Thursday,1/3/2013,,-122.337438,47.66722069
LOST PROPERTY,Thursday,1/3/2013,,-122.3350498,47.69867736
BURGLARY,Thursday,1/3/2013,,-122.2931025,47.73194885
BURGLARY,Thursday,1/3/2013,,-122.3998326,47.69491021
WEAPON,Thursday,1/3/2013,,-122.337793,47.60974846
BURGLARY,Thursday,1/3/2013,,-122.3883974,47.5854036
OTHER PROPERTY,Thursday,1/3/2013,,-122.3539429,47.65212543
BURGLARY,Thursday,1/3/2013,,-122.3883974,47.5854036
BURGLARY-SECURE PARKING-RES,Thursday,1/3/2013,,-122.3474961,47.61630241
DISTURBANCE,Thursday,1/3/2013,,-122.3750698,47.54563408
THREATS,Thursday,1/3/2013,,-122.3168692,47.66493251
WEAPON,Thursday,1/3/2013,,-122.3310822,47.60241242
BURGLARY,Thursday,1/3/2013,,-122.2879962,47.71103512
BURGLARY,Thursday,1/3/2013,,-122.2879962,47.71103512
BURGLARY,Thursday,1/3/2013,,-127.3906619,46.80829712
PICKPOCKET,Thursday,1/3/2013,,-122.310006,47.58843071
VEHICLE THEFT,Thursday,1/3/2013,,-122.4113395,47.577751
CAR PROWL,Thursday,1/3/2013,,-122.3449968,47.72503555
CAR PROWL,Thursday,1/3/2013,,-122.3449968,47.72503555
VEHICLE THEFT,Thursday,1/3/2013,,-122.2667623,47.51984486
FRAUD,Thursday,1/3/2013,,-122.2794624,47.66795816
VEHICLE THEFT,Thursday,1/3/2013,,-122.3714003,47.69134279
VEHICLE THEFT,Thursday,1/3/2013,,-122.3881034,47.6759444
BURGLARY,Thursday,1/3/2013,,-122.3687417,47.70243423
CAR PROWL,Thursday,1/3/2013,,-122.3553302,47.69331765
DISTURBANCE,Thursday,1/3/2013,,-122.305857,47.69211329
DISPUTE,Thursday,1/3/2013,,-122.3754517,47.69334117
BURGLARY,Thursday,1/3/2013,,-127.3906619,46.80829712
DISTURBANCE,Thursday,1/3/2013,,-122.3208265,47.6169873
CAR PROWL,Thursday,1/3/2013,,-122.3585344,47.76227831
BURGLARY,Thursday,1/3/2013,,-127.3906619,46.80829712
CAR PROWL,Thursday,1/3/2013,,-122.3474961,47.61630241
STOLEN PROPERTY,Thursday,1/3/2013,,-122.3553614,47.67149167
OTHER PROPERTY,Thursday,1/3/2013,,-122.3351259,47.57876966
THREATS,Thursday,1/3/2013,,-122.2795138,47.56585307
OTHER PROPERTY,Thursday,1/3/2013,,-122.3207612,47.61211136
BURGLARY,Thursday,1/3/2013,,-122.2852425,47.55825221
SHOPLIFTING,Thursday,1/3/2013,,-122.3872027,47.5811876
CAR PROWL,Thursday,1/3/2013,,-122.3543763,47.6378392
CAR PROWL,Thursday,1/3/2013,,-122.3543763,47.6378392
PROPERTY DAMAGE,Thursday,1/3/2013,,-122.3826691,47.67598134
NARCOTICS,Thursday,1/3/2013,,-122.3446812,47.70396484
OTHER PROPERTY,Thursday,1/3/2013,,-122.3709213,47.688742
CAR PROWL,Thursday,1/3/2013,,-122.3543882,47.6714726
PROPERTY DAMAGE,Thursday,1/3/2013,,-122.3255523,47.61704062
DISTURBANCE,Thursday,1/3/2013,,-122.3149707,47.54716017
WARRANT ARREST,Thursday,1/3/2013,,-122.339257,47.61051065
ASSAULT,Thursday,1/3/2013,,-122.3207714,47.61351951
OTHER PROPERTY,Thursday,1/3/2013,,-122.3659666,47.65198292
OTHER PROPERTY,Thursday,1/3/2013,,-122.3539519,47.68983661
ASSAULT,Thursday,1/3/2013,,-122.3819856,47.64939488
ROBBERY,Thursday,1/3/2013,,-122.3237585,47.59709154
CAR PROWL,Thursday,1/3/2013,,-122.3854561,47.56198776
ASSAULT,Thursday,1/3/2013,,-122.3553114,47.69150678
CAR PROWL,Thursday,1/3/2013,,-122.3479851,47.66075995
FORGERY,Thursday,1/3/2013,,-122.3248747,47.68245283
FRAUD,Thursday,1/3/2013,,-122.3832241,47.67929594
DISTURBANCE,Friday,1/4/2013,,-122.3203326,47.6545251
CAR PROWL,Friday,1/4/2013,,-122.2540576,47.51602768
FRAUD,Friday,1/4/2013,,-122.3089354,47.5719244
WEAPON,Friday,1/4/2013,,-122.3234085,47.61465058
PROPERTY DAMAGE,Friday,1/4/2013,,-122.2959033,47.60165434
PICKPOCKET,Friday,1/4/2013,,-122.3234439,47.60412807
VEHICLE THEFT,Friday,1/4/2013,,-122.3684209,47.62939426
ASSAULT,Friday,1/4/2013,,-122.3207714,47.61351951
DISTURBANCE,Friday,1/4/2013,,-122.3460832,47.6137075
WARRANT ARREST,Friday,1/4/2013,,-122.2901571,47.50512219
VEHICLE THEFT,Friday,1/4/2013,,-122.3913875,47.63232066
VEHICLE THEFT,Friday,1/4/2013,,-122.3255685,47.66752451
BURGLARY,Friday,1/4/2013,,-122.2659464,47.53697254
WARRANT ARREST,Friday,1/4/2013,,-122.2712812,47.52911076
CAR PROWL,Friday,1/4/2013,,-122.2991587,47.57967225
CAR PROWL,Friday,1/4/2013,,-122.3072772,47.57456682
CAR PROWL,Friday,1/4/2013,,-122.2715549,47.69284518
THREATS,Friday,1/4/2013,,-122.297575,47.5955267
BURGLARY,Friday,1/4/2013,,-122.3472088,47.69093306
BURGLARY,Friday,1/4/2013,,-122.3234473,47.6176533
OTHER PROPERTY,Friday,1/4/2013,,-122.350854,47.62208692
ASSAULT,Friday,1/4/2013,,-122.3005106,47.59927753
CAR PROWL,Friday,1/4/2013,,-122.3404203,47.62828067
SHOPLIFTING,Friday,1/4/2013,,-122.3357968,47.66212692
OTHER PROPERTY,Friday,1/4/2013,,-122.3117356,47.59427271
VEHICLE THEFT,Friday,1/4/2013,,-122.3645341,47.67234781
VEHICLE THEFT,Friday,1/4/2013,,-122.3638228,47.62680976
VEHICLE THEFT,Friday,1/4/2013,,-122.3385711,47.66085525
SHOPLIFTING,Friday,1/4/2013,,-122.3369385,47.61216878
VEHICLE THEFT,Friday,1/4/2013,,-122.3950721,47.55124817
CAR PROWL,Friday,1/4/2013,,-122.3184307,47.59918656
VEHICLE THEFT,Friday,1/4/2013,,-122.2995775,47.67106871
VEHICLE THEFT,Friday,1/4/2013,,-122.2951874,47.73196572
CAR PROWL,Friday,1/4/2013,,-122.3542566,47.73320155
PROPERTY DAMAGE,Friday,1/4/2013,,-122.3117246,47.55672477
OTHER PROPERTY,Friday,1/4/2013,,-122.3267269,47.61886279
FRAUD,Friday,1/4/2013,,-122.2952484,47.72109192
BURGLARY,Friday,1/4/2013,,-122.3313632,47.66083063
CAR PROWL,Friday,1/4/2013,,-122.3542566,47.73320155
PROPERTY DAMAGE,Friday,1/4/2013,,-122.2911379,47.71829137
CAR PROWL,Friday,1/4/2013,,-122.3324647,47.62748318
THREATS,Friday,1/4/2013,,-122.3169292,47.68154856
CAR PROWL,Friday,1/4/2013,,-122.331849,47.62796758
ASSAULT,Friday,1/4/2013,,-122.3428796,47.60981273
CAR PROWL,Friday,1/4/2013,,-122.3519796,47.63485791
CAR PROWL,Friday,1/4/2013,,-122.3302257,47.61154283
BURGLARY,Friday,1/4/2013,,-122.3232406,47.70739649
CAR PROWL,Friday,1/4/2013,,-122.3378706,47.60647838
CAR PROWL,Friday,1/4/2013,,-122.3425383,47.6534133
THREATS,Friday,1/4/2013,,-122.3131157,47.66218058
BURGLARY,Friday,1/4/2013,,-122.2984236,47.67668525
CAR PROWL,Friday,1/4/2013,,-122.3475953,47.62207269
CAR PROWL,Friday,1/4/2013,,-122.3446123,47.69817096
CAR PROWL,Friday,1/4/2013,,-122.3410286,47.62625644
NARCOTICS,Friday,1/4/2013,,-122.3258899,47.64087876
ASSAULT,Friday,1/4/2013,,-122.3322242,47.60088042
CAR PROWL,Friday,1/4/2013,,-122.3514838,47.62500383
THREATS,Friday,1/4/2013,,-122.3083678,47.66215844
BURGLARY,Friday,1/4/2013,,-122.3217105,47.65101561
STOLEN PROPERTY,Friday,1/4/2013,,-122.3283912,47.54468726
PROPERTY DAMAGE,Friday,1/4/2013,,-122.3390923,47.6044858
BURGLARY,Friday,1/4/2013,,-122.3867767,47.56200905
CAR PROWL,Friday,1/4/2013,,-122.3404203,47.62828068
ROBBERY,Friday,1/4/2013,,-122.356906,47.64051473
BURGLARY,Friday,1/4/2013,,-122.3335056,47.61428879
VEHICLE THEFT,Friday,1/4/2013,,-122.3466378,47.61696696
BURGLARY,Friday,1/4/2013,,-122.3723405,47.57687953
FRAUD,Friday,1/4/2013,,-122.3024334,47.60215759
BURGLARY,Friday,1/4/2013,,-122.3723405,47.57687953
BURGLARY,Friday,1/4/2013,,-122.3342153,47.55379606
BURGLARY,Friday,1/4/2013,,-122.3723405,47.57687953
CAR PROWL,Friday,1/4/2013,,-122.3420508,47.70778305
BURGLARY,Friday,1/4/2013,,-122.3723405,47.57687953
CAR PROWL,Friday,1/4/2013,,-122.3514886,47.62456816
OTHER PROPERTY,Friday,1/4/2013,,-122.3283394,47.60947932
VEHICLE THEFT,Friday,1/4/2013,,-122.3487037,47.70289043
BURGLARY,Friday,1/4/2013,,-122.3723405,47.57687953
BURGLARY,Friday,1/4/2013,,-122.3081377,47.69667839
CAR PROWL,Friday,1/4/2013,,-122.346293,47.62131691
FRAUD,Friday,1/4/2013,,-122.3391205,47.61120104
BURGLARY,Friday,1/4/2013,,-122.2672305,47.5268784
OTHER PROPERTY,Friday,1/4/2013,,-122.3449968,47.72503555
WARRANT ARREST,Friday,1/4/2013,,-122.3364302,47.6082597
WARRANT ARREST,Friday,1/4/2013,,-122.3207286,47.66131675
BURGLARY,Friday,1/4/2013,,-122.327354,47.61522829
BURGLARY-SECURE PARKING-RES,Friday,1/4/2013,,-122.3264356,47.61245118
STOLEN PROPERTY,Friday,1/4/2013,,-122.3181064,47.6047784
DISPUTE,Friday,1/4/2013,,-122.2924541,47.56680753
THREATS,Friday,1/4/2013,,-122.3269563,47.52226804
STOLEN PROPERTY,Friday,1/4/2013,,-122.3213955,47.58336519
WARRANT ARREST,Friday,1/4/2013,,-122.3378706,47.60647838
PROPERTY DAMAGE,Friday,1/4/2013,,-122.3044053,47.60716784
VEHICLE THEFT,Friday,1/4/2013,,-122.3566393,47.68983647
WARRANT ARREST,Friday,1/4/2013,,-122.3428796,47.60981273
SHOPLIFTING,Friday,1/4/2013,,-122.2991587,47.57967225
OTHER PROPERTY,Friday,1/4/2013,,-122.3042024,47.59188836
OTHER PROPERTY,Friday,1/4/2013,,-122.3204942,47.70539294
PROPERTY DAMAGE,Friday,1/4/2013,,-122.386804,47.56021561
OTHER PROPERTY,Friday,1/4/2013,,-122.3066923,47.68304572
CAR PROWL,Friday,1/4/2013,,-122.3278538,47.61903868
WARRANT ARREST,Friday,1/4/2013,,-122.35802,47.62393445
FRAUD,Friday,1/4/2013,,-122.3370226,47.60387393
VEHICLE THEFT,Friday,1/4/2013,,-122.3323908,47.5530589
CAR PROWL,Friday,1/4/2013,,-122.392708,47.53065739
CAR PROWL,Friday,1/4/2013,,-122.318029,47.66130134
FRAUD,Friday,1/4/2013,,-122.3615749,47.64323262
SHOPLIFTING,Friday,1/4/2013,,-122.3359286,47.61190423
SHOPLIFTING,Friday,1/4/2013,,-122.3359286,47.61190423
SHOPLIFTING,Friday,1/4/2013,,-122.3359286,47.61190423
THREATS,Friday,1/4/2013,,-122.3569626,47.63534934
STOLEN PROPERTY,Friday,1/4/2013,,-122.3080644,47.64556917
BURGLARY-SECURE PARKING-RES,Friday,1/4/2013,,-122.3209333,47.62369898
CAR PROWL,Friday,1/4/2013,,-122.3411327,47.61004447
FRAUD,Friday,1/4/2013,,-122.3257327,47.64737633
BIKE THEFT,Friday,1/4/2013,,-122.3872562,47.54110795
FRAUD,Friday,1/4/2013,,-122.3620825,47.63232464
VEHICLE THEFT,Friday,1/4/2013,,-122.3780721,47.52197634
WARRANT ARREST,Friday,1/4/2013,,-122.3102589,47.5942141
OTHER PROPERTY,Friday,1/4/2013,,-122.3342579,47.61909105
WARRANT ARREST,Friday,1/4/2013,,-122.3448961,47.71717447
OTHER PROPERTY,Friday,1/4/2013,,-122.2842016,47.55945865
OTHER PROPERTY,Friday,1/4/2013,,-122.3101449,47.61702721
FRAUD,Friday,1/4/2013,,-122.3610924,47.53795326
THREATS,Friday,1/4/2013,,-122.2924936,47.7210075
BURGLARY,Friday,1/4/2013,,-122.2865752,47.69670333
OTHER PROPERTY,Friday,1/4/2013,,-122.2951514,47.71819505
THREATS,Friday,1/4/2013,,-122.3492899,47.61619035
PROPERTY DAMAGE,Friday,1/4/2013,,-122.2899162,47.57202863
THREATS,Friday,1/4/2013,,-122.3640554,47.70071849
BURGLARY,Friday,1/4/2013,,-122.3204074,47.61523808
OTHER PROPERTY,Friday,1/4/2013,,-122.3352735,47.75780875
WARRANT ARREST,Friday,1/4/2013,,-122.3696838,47.6629329
ANIMAL COMPLAINT,Friday,1/4/2013,,-122.2509707,47.50448638
OTHER PROPERTY,Friday,1/4/2013,,-122.3312087,47.617225
WARRANT ARREST,Friday,1/4/2013,,-122.3627298,47.70139123
BURGLARY,Friday,1/4/2013,,-122.3836017,47.54592285
OTHER PROPERTY,Friday,1/4/2013,,-122.2944853,47.73376938
CAR PROWL,Friday,1/4/2013,,-122.3291249,47.60865626
VEHICLE THEFT,Friday,1/4/2013,,-122.3888122,47.52414489
FRAUD,Friday,1/4/2013,,-122.3246453,47.61848552
PROPERTY DAMAGE,Friday,1/4/2013,,-122.3580527,47.61977784
PROPERTY DAMAGE,Friday,1/4/2013,,-122.3833909,47.65663263
BURGLARY,Friday,1/4/2013,,-122.3863252,47.52648299
THREATS,Friday,1/4/2013,,-122.3445607,47.6938234
BURGLARY-SECURE PARKING-RES,Friday,1/4/2013,,-122.3432514,47.69707841
OTHER PROPERTY,Friday,1/4/2013,,-122.2951874,47.73196572
CAR PROWL,Friday,1/4/2013,,-122.3228801,47.52859028
OTHER PROPERTY,Friday,1/4/2013,,-122.3167457,47.6236882
CAR PROWL,Friday,1/4/2013,,-122.3169791,47.64021752
OTHER PROPERTY,Friday,1/4/2013,,-122.3555308,47.6463526
ROBBERY,Friday,1/4/2013,,-122.271247,47.54024971
ROBBERY,Friday,1/4/2013,,-122.271247,47.54024971
PROPERTY DAMAGE,Friday,1/4/2013,,-122.3496078,47.61403097
VEHICLE THEFT,Friday,1/4/2013,,-122.3518403,47.52558632
ASSAULT,Friday,1/4/2013,,-122.331777,47.60149293
WARRANT ARREST,Friday,1/4/2013,,-122.3172804,47.59076389
BURGLARY,Friday,1/4/2013,,-122.3604553,47.52918117
OTHER PROPERTY,Friday,1/4/2013,,-122.3262195,47.6170372
PROPERTY DAMAGE,Friday,1/4/2013,,-122.3244128,47.59667327
FRAUD,Friday,1/4/2013,,-122.3243551,47.61015926
BURGLARY,Friday,1/4/2013,,-122.3881521,47.68679908
FRAUD,Friday,1/4/2013,,-122.3243551,47.61015926
OTHER PROPERTY,Friday,1/4/2013,,-122.3220166,47.62256336
OTHER PROPERTY,Friday,1/4/2013,,-122.2951809,47.57925014
CAR PROWL,Saturday,1/5/2013,,-122.3405195,47.63727213
CAR PROWL,Saturday,1/5/2013,,-122.3405195,47.63727213
BURGLARY,Saturday,1/5/2013,,-122.3458631,47.61299081
CAR PROWL,Saturday,1/5/2013,,-122.3404498,47.63555139
NARCOTICS,Saturday,1/5/2013,,-122.3348178,47.61236845
CAR PROWL,Saturday,1/5/2013,,-122.3405195,47.63727213
CAR PROWL,Saturday,1/5/2013,,-122.3748857,47.6475355
VEHICLE THEFT,Saturday,1/5/2013,,-122.3555121,47.71325168
OTHER PROPERTY,Saturday,1/5/2013,,-122.3826663,47.66595739
VEHICLE THEFT,Saturday,1/5/2013,,-122.3469186,47.62455976
ASSAULT,Saturday,1/5/2013,,-122.326382,47.60733884
STOLEN PROPERTY,Saturday,1/5/2013,,-122.3345243,47.70233163
STOLEN PROPERTY,Saturday,1/5/2013,,-122.3345243,47.70233163
OTHER PROPERTY,Saturday,1/5/2013,,-122.293751,47.53891249
WEAPON,Saturday,1/5/2013,,-122.3491237,47.71958391
NARCOTICS,Saturday,1/5/2013,,-122.3404677,47.6093176
CAR PROWL,Saturday,1/5/2013,,-122.3997853,47.67760491
VEHICLE THEFT,Saturday,1/5/2013,,-122.3272972,47.67674548
DISTURBANCE,Saturday,1/5/2013,,-122.2884235,47.56496219
DISTURBANCE,Saturday,1/5/2013,,-122.3174443,47.6051977
OTHER PROPERTY,Saturday,1/5/2013,,-122.3446554,47.70179211
FRAUD,Saturday,1/5/2013,,-122.3860401,47.52925267
CAR PROWL,Saturday,1/5/2013,,-122.3161072,47.61289863
CAR PROWL,Saturday,1/5/2013,,-122.2846329,47.55703888
FRAUD,Saturday,1/5/2013,,-122.3161072,47.61289863
FRAUD,Saturday,1/5/2013,,-122.3161072,47.61289863
THREATS,Saturday,1/5/2013,,-122.3424022,47.69326938
BURGLARY,Saturday,1/5/2013,,-122.3014239,47.56610306
CAR PROWL,Saturday,1/5/2013,,-122.3376883,47.66138467
ASSAULT,Saturday,1/5/2013,,-122.3373204,47.61132124
OTHER PROPERTY,Saturday,1/5/2013,,-122.3768044,47.6915193
SHOPLIFTING,Saturday,1/5/2013,,-122.3209152,47.6225585
CAR PROWL,Saturday,1/5/2013,,-122.3197864,47.65848896
CAR PROWL,Saturday,1/5/2013,,-122.317366,47.67333216
CAR PROWL,Saturday,1/5/2013,,-122.3436956,47.72955825
CAR PROWL,Saturday,1/5/2013,,-122.3745176,47.64660002
THREATS,Saturday,1/5/2013,,-122.3216838,47.54674503
CAR PROWL,Saturday,1/5/2013,,-122.3421633,47.66102871
VEHICLE THEFT,Saturday,1/5/2013,,-122.2860775,47.60979756
BURGLARY,Saturday,1/5/2013,,-122.2648379,47.67283314
DISTURBANCE,Saturday,1/5/2013,,-122.3149463,47.52431705
OTHER PROPERTY,Saturday,1/5/2013,,-122.3814606,47.56114127
CAR PROWL,Saturday,1/5/2013,,-122.339309,47.60636944
PROPERTY DAMAGE,Saturday,1/5/2013,,-122.3703961,47.68599797
CAR PROWL,Saturday,1/5/2013,,-122.3194349,47.61293736
ANIMAL COMPLAINT,Saturday,1/5/2013,,-122.3121878,47.69988738
DISTURBANCE,Saturday,1/5/2013,,-122.3267146,47.66135208
VEHICLE THEFT,Saturday,1/5/2013,,-122.3131891,47.64028737
BIKE THEFT,Saturday,1/5/2013,,-122.3348257,47.60004523
VEHICLE THEFT,Saturday,1/5/2013,,-122.3131891,47.64028737
VEHICLE THEFT,Saturday,1/5/2013,,-122.2909983,47.57158043
CAR PROWL,Saturday,1/5/2013,,-122.3246152,47.7086028
PROPERTY DAMAGE,Saturday,1/5/2013,,-122.3063417,47.60474904
CAR PROWL,Saturday,1/5/2013,,-122.3283379,47.68729451
THEFT OF SERVICES,Saturday,1/5/2013,,-122.412623,47.57854819
VEHICLE THEFT,Saturday,1/5/2013,,-122.3770897,47.58635556
BURGLARY,Saturday,1/5/2013,,-122.3526311,47.73085724
CAR PROWL,Saturday,1/5/2013,,-122.3770693,47.5743479
BURGLARY,Saturday,1/5/2013,,-122.3179758,47.63658396
BURGLARY-SECURE PARKING-RES,Saturday,1/5/2013,,-122.3474961,47.61630241
CAR PROWL,Saturday,1/5/2013,,-122.3566369,47.68694119
COUNTERFEIT,Saturday,1/5/2013,,-122.3384495,47.60878866
FRAUD,Saturday,1/5/2013,,-122.3543842,47.65959184
BURGLARY,Saturday,1/5/2013,,-122.369614,47.55142808
OTHER PROPERTY,Saturday,1/5/2013,,-122.3509253,47.72958904
CAR PROWL,Saturday,1/5/2013,,-122.329778,47.60937156
ANIMAL COMPLAINT,Saturday,1/5/2013,,-122.3278538,47.61903868
SHOPLIFTING,Saturday,1/5/2013,,-122.3219184,47.70858578
STOLEN PROPERTY,Saturday,1/5/2013,,-122.3523531,47.65295358
NARCOTICS,Saturday,1/5/2013,,-122.360058,47.61889547
STOLEN PROPERTY,Saturday,1/5/2013,,-122.360058,47.61889547
FRAUD,Saturday,1/5/2013,,-122.3328526,47.70956298
VEHICLE THEFT,Saturday,1/5/2013,,-122.3270212,47.59751593
PROPERTY DAMAGE,Saturday,1/5/2013,,-122.4099896,47.57931722
ROBBERY,Saturday,1/5/2013,,-122.3788869,47.66866982
ROBBERY,Saturday,1/5/2013,,-122.2882106,47.56418493
WARRANT ARREST,Saturday,1/5/2013,,-122.3314461,47.61171146
ASSAULT,Saturday,1/5/2013,,-122.3278538,47.61903868
ROBBERY,Saturday,1/5/2013,,-122.3135159,47.61762587
FRAUD,Saturday,1/5/2013,,-122.4043776,47.57162804
FRAUD,Saturday,1/5/2013,,-122.3206032,47.71039668
VEHICLE THEFT,Saturday,1/5/2013,,-122.3181058,47.71854354
OTHER PROPERTY,Saturday,1/5/2013,,-122.3156801,47.59919953
DISTURBANCE,Saturday,1/5/2013,,-122.292999,47.57834392
CAR PROWL,Saturday,1/5/2013,,-122.2869285,47.67488187
VEHICLE THEFT,Saturday,1/5/2013,,-122.3456179,47.66097554
FRAUD,Saturday,1/5/2013,,-122.3673998,47.6643824
OTHER PROPERTY,Saturday,1/5/2013,,-122.331714,47.62196755
TRESPASS,Saturday,1/5/2013,,-122.3384376,47.6182429
WARRANT ARREST,Saturday,1/5/2013,,-122.3368884,47.6087541
OTHER PROPERTY,Saturday,1/5/2013,,-122.3001187,47.61225499
FRAUD,Saturday,1/5/2013,,-122.3543761,47.66081148
NARCOTICS,Saturday,1/5/2013,,-122.3305103,47.6018859
THREATS,Saturday,1/5/2013,,-122.333266,47.58504256
STOLEN PROPERTY,Saturday,1/5/2013,,-122.3796185,47.66867212
CAR PROWL,Saturday,1/5/2013,,-122.3285137,47.70227194
THREATS,Saturday,1/5/2013,,-122.313088,47.66399626
CAR PROWL,Saturday,1/5/2013,,-127.3906619,46.80829712
DISPUTE,Saturday,1/5/2013,,-122.3449968,47.72503555
CAR PROWL,Saturday,1/5/2013,,-122.2795446,47.53217911
PROPERTY DAMAGE,Saturday,1/5/2013,,-122.35714,47.66504719
FRAUD,Saturday,1/5/2013,,-122.3433447,47.70596341
WARRANT ARREST,Saturday,1/5/2013,,-122.3540368,47.51735382
CAR PROWL,Saturday,1/5/2013,,-122.3449968,47.72503555
THREATS,Saturday,1/5/2013,,-122.3555559,47.72731779
ANIMAL COMPLAINT,Saturday,1/5/2013,,-122.4056793,47.58106924
FORGERY,Saturday,1/5/2013,,-122.3521914,47.6179061
STOLEN PROPERTY,Saturday,1/5/2013,,-122.2867062,47.56616238
CAR PROWL,Saturday,1/5/2013,,-122.2860411,47.67850772
VEHICLE THEFT,Saturday,1/5/2013,,-122.3325222,47.60230492
ROBBERY,Saturday,1/5/2013,,-122.334938,47.60326841
CAR PROWL,Saturday,1/5/2013,,-122.2713182,47.53262595
PROPERTY DAMAGE,Saturday,1/5/2013,,-122.3165689,47.60001111
ROBBERY,Saturday,1/5/2013,,-122.2772682,47.54067487
